Distrito,Latitud,Longitud,Indice_Seguridad,Proximidad_Vias_Principales_km,Area_Total_m2,Area_Techada_m2,Habitaciones,Banos,Antiguedad_Anios,Estacionamientos,Viabilidad_Pozo_Agua,Potencial_Energia_Solar,Zonificacion,Estado_Independizacion,Modalidad_Compra,Precio_Publicado_USD,Precio_M2_Referencial_Zona
Los Olivos,-12.136452582407244,-77.09168028102101,5,1.53,102,101.0,2,1,37,2,0,0,Residencial Media Densidad,1,Contado,73516.47,1100
Lima (Cercado),-11.966712091487882,-77.06338434067229,4,3.77,75,67.42,1,1,35,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,62991.47,1300
Comas,-11.899155718715742,-77.16817095894481,4,2.13,180,165.87,4,2,4,1,0,1,Residencial Media Densidad,1,Contado,132015.91,900
Santa Rosa,-11.890433432975582,-76.95611631467266,5,2.81,500,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,337634.25,600
Villa El Salvador,-12.215432883960602,-77.05229920889742,4,1.67,120,42.78,4,2,5,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,39864.27,800
Jesús María,-11.87456797010965,-76.97195533837319,8,0.28,174,149.33,4,2,12,2,0,0,Residencial Media Densidad,0,Contado,261102.41,1700
San Juan de Lurigancho,-12.163499119834448,-76.9764205617907,3,0.22,77,70.09,2,1,19,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,48210.41,900
Puente Piedra,-11.961871988726422,-77.05655128871439,4,5.0,120,0.0,0,0,0,1,1,1,Residencial Baja Densidad,1,Contado,109578.92,850
Santa Rosa,-12.134279286265654,-77.13983568327295,5,1.08,1000,331.52,3,1,1,1,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,193938.12,600
Lurigancho-Chosica,-12.004792371001512,-76.92315422014899,6,0.11,253,183.33,5,3,23,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,141332.99,800
Lima (Cercado),-12.044079186730823,-77.2487413030694,4,0.84,253,246.38,7,4,36,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,231323.44,1300
San Juan de Lurigancho,-12.094502488238337,-77.00659851840534,3,1.62,194,169.3,4,2,19,0,0,0,Residencial Media Densidad,1,Contado,110758.69,900
Chaclacayo,-11.97441336160551,-77.04223274737483,7,2.35,149,137.71,3,2,0,2,0,0,Residencial Media Densidad,1,Contado,146537.63,900
Villa María del Triunfo,-12.09782174618711,-76.80552548668467,3,4.24,231,175.61,5,3,26,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,96702.26,850
San Martín de Porres,-12.191005358603018,-77.05284588984642,4,1.72,231,230.88,6,4,19,0,0,0,Residencial Media Densidad,1,Contado,175646.46,950
San Luis,-12.04481919993046,-77.14869324849364,6,3.51,192,166.81,4,2,38,1,0,0,Residencial Media Densidad,1,Contado,170012.46,1400
Santa María del Mar,-12.013624090298379,-77.11142688920035,9,4.75,206,147.04,4,2,31,1,0,1,Residencial Media Densidad,0,Crédito Hipotecario,289520.71,2000
Carabayllo,-11.977784292287826,-77.08414320615071,4,1.58,120,13.09,3,2,7,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,16736.98,800
Lurigancho-Chosica,-12.021780043502915,-76.9396924377695,6,0.26,162,157.87,4,2,33,2,0,1,Residencial Media Densidad,1,Contado,108464.29,800
Lince,-11.988829929218593,-77.27425799773276,7,3.54,233,229.27,6,4,21,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,356946.13,1800
Cieneguilla,-11.884128096660113,-77.0213603210794,7,1.98,120,46.02,1,2,5,2,1,1,Alquiler Vacacional,1,Cuotas sin intereses,24810.67,350
Puente Piedra,-12.133370117485144,-76.909140922461,4,1.59,120,0.0,0,0,0,1,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,101634.49,850
San Juan de Lurigancho,-12.187834152276547,-77.06575206627986,3,3.74,131,98.75,2,1,20,0,0,0,Residencial Media Densidad,1,Contado,59814.86,900
Punta Hermosa,-12.097346778937654,-77.12769695970186,8,2.1,171,163.24,4,2,11,2,0,1,Residencial Media Densidad,0,Crédito Hipotecario,318819.91,1800
Pachacámac,-12.027007351163556,-76.91490643984191,6,3.96,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,61844.81,400
San Isidro,-12.120161287210987,-77.00523189888153,9,1.9,231,196.37,5,3,19,0,0,0,Residencial Alta Densidad,1,Contado,571250.49,2600
Villa María del Triunfo,-12.015110382682014,-76.98073646592779,3,2.61,85,61.7,1,1,18,0,0,0,Residencial Media Densidad,0,Contado,38214.49,850
El Agustino,-12.023939878499027,-77.00447490994162,3,0.26,240,209.33,5,3,2,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,148779.56,850
Jesús María,-12.13957183881262,-76.91630948447467,8,1.52,97,85.13,2,1,4,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,162831.09,1700
Rímac,-12.030719866289731,-77.17822123086772,4,4.99,78,70.52,2,1,39,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,42078.42,1000
Chaclacayo,-11.941759335646369,-76.93473275061848,7,1.39,103,99.33,2,1,19,2,0,1,Residencial Media Densidad,1,Contado,79236.34,900
Magdalena del Mar,-11.921553423769339,-76.89164422686223,8,0.81,291,260.43,7,4,16,0,0,0,Residencial Media Densidad,1,Contado,446947.93,1800
Carabayllo,-12.042471095403439,-76.88404135639682,4,1.67,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,102904.3,800
Pucusana,-12.088632287630913,-77.11873623098444,5,4.13,244,226.35,6,4,8,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,148675.16,700
Comas,-12.182138301713287,-77.16761057257177,4,0.81,122,106.3,3,2,25,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,76160.4,900
San Bartolo,-12.033892602404363,-77.01884810489662,7,1.81,135,126.42,3,2,31,0,0,0,Residencial Media Densidad,1,Contado,147876.36,1400
Lince,-11.984434485406751,-76.98633889520202,7,4.0,128,116.07,3,2,24,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,210533.56,1800
Pachacámac,-12.004621468337058,-76.92999127918259,6,3.97,500,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,227091.85,400
Cieneguilla,-12.074415637787757,-77.12626918055561,7,4.03,120,23.67,2,2,4,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,18035.58,350
Magdalena del Mar,-12.121356043809577,-76.94219572454945,8,1.72,254,253.69,7,4,16,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,460232.1,1800
La Victoria,-11.992888183552274,-76.9090582421691,3,2.93,270,217.54,6,4,19,0,0,0,Residencial Media Densidad,1,Contado,196770.92,1200
Santa Rosa,-12.199879720733627,-77.09390283532244,5,0.84,200,32.58,4,3,11,1,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,25443.25,600
Santa Anita,-12.137692928701393,-76.88089419681535,5,4.76,164,117.36,3,2,3,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,117860.47,1050
San Luis,-12.061571913800389,-77.04556948096514,6,2.31,86,77.3,2,1,25,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,85365.72,1400
Independencia,-12.115376688807217,-76.98284722400274,4,0.16,208,205.24,5,3,25,2,0,0,Residencial Media Densidad,1,Contado,136738.28,950
Santiago de Surco,-11.88349266808864,-77.07439644102693,8,0.35,64,53.37,1,1,33,0,0,1,Residencial Alta Densidad,1,Crédito Hipotecario,87561.91,1900
San Juan de Miraflores,-12.141947237852126,-76.97146907110638,4,3.24,271,244.3,6,4,32,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,179092.57,1000
San Isidro,-12.131046028135987,-76.92788618758242,9,3.78,202,156.26,4,2,27,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,364359.6,2600
San Luis,-12.032528481812014,-77.24594915443394,6,2.9,173,164.55,4,2,15,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,226018.24,1400
Chorrillos,-11.988235517436015,-76.92151458488958,5,2.09,177,131.58,3,2,16,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,160446.59,1400
Pucusana,-12.131798782944406,-77.06065198784465,5,1.02,188,176.4,5,3,3,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,110427.25,700
Chorrillos,-12.018458275742965,-77.09340445138929,5,2.21,267,198.26,5,3,18,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,251824.47,1400
Puente Piedra,-11.813292846806927,-77.14876803656706,4,4.55,500,110.14,1,3,1,3,1,1,Alquiler Vacacional,0,Crédito Hipotecario,105504.46,850
Barranco,-11.922506039898263,-77.06666002215968,8,4.86,269,267.86,7,4,23,0,0,0,Residencial Alta Densidad,1,Contado,639725.83,2500
Santa María del Mar,-11.812025146484437,-77.05504022492987,9,4.92,152,139.34,3,2,12,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,307420.1,2000
Magdalena del Mar,-12.038086382754432,-76.99585450788082,8,4.67,144,135.48,3,2,9,0,0,0,Residencial Media Densidad,0,Crédito Hipotecario,282479.0,1800
San Luis,-12.179743078358765,-77.07226669604712,6,0.86,69,58.83,1,1,27,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,68788.9,1400
San Borja,-11.917130344428498,-77.04254558950993,9,4.19,175,127.02,3,2,19,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,304133.56,2100
Los Olivos,-12.062244783009271,-77.13079749951201,5,0.71,281,212.12,6,4,34,0,0,0,Residencial Media Densidad,1,Contado,186145.67,1100
El Agustino,-12.092033929842998,-77.0765802909216,3,3.87,61,49.06,1,1,17,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,29058.12,850
San Martín de Porres,-12.127309302909126,-77.1445942265057,4,2.02,251,238.6,6,4,36,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,138894.19,950
Magdalena del Mar,-11.991933704185065,-77.03847220161047,8,2.28,59,43.38,1,1,26,0,0,0,Residencial Media Densidad,1,Contado,69641.96,1800
Lurigancho-Chosica,-12.043755628658634,-76.93276274313165,6,0.16,246,217.41,6,4,5,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,179198.23,800
Punta Negra,-12.22207424481451,-77.18103041373915,7,3.2,109,101.25,2,1,38,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,98131.17,1200
San Miguel,-11.930096723754316,-77.05737775947921,7,0.79,232,180.9,5,3,1,1,0,0,Residencial Media Densidad,0,Crédito Hipotecario,319856.4,1600
Pucusana,-12.064653370453925,-77.07116227805302,5,2.07,98,86.68,2,1,6,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,57119.94,700
San Juan de Lurigancho,-11.989022923832815,-77.06646822581622,3,2.86,219,177.28,5,3,22,2,0,1,Residencial Media Densidad,1,Contado,118894.27,900
El Agustino,-12.253677432276046,-77.00401052125575,3,0.9,276,193.49,5,3,34,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,111616.45,850
Independencia,-12.031104025533521,-77.18059600090622,4,2.26,202,147.9,4,2,19,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,105761.7,950
Santa María del Mar,-11.927323846626768,-77.07376192884588,9,4.87,133,114.98,3,2,25,1,0,0,Residencial Media Densidad,1,Contado,209032.65,2000
Chaclacayo,-11.952673395070265,-77.08657278203263,7,0.34,201,147.46,4,2,4,2,0,0,Residencial Media Densidad,1,Contado,150750.07,900
Surquillo,-11.963372058963298,-76.95419863131096,6,2.82,189,144.42,4,2,0,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,240186.69,1500
San Luis,-11.912561396665785,-77.06980368978296,6,4.27,196,164.37,4,2,3,0,0,0,Residencial Media Densidad,1,Contado,225174.1,1400
San Miguel,-12.046290520244966,-77.02972579520312,7,0.91,83,68.04,1,1,26,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,91100.41,1600
Santa Anita,-12.057965927881332,-77.00792126637161,5,2.23,59,45.59,1,1,8,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,45059.71,1050
Los Olivos,-11.98751740587544,-77.02324939379794,5,0.36,245,218.86,6,4,23,2,0,0,Residencial Media Densidad,1,Contado,182816.64,1100
Santiago de Surco,-12.120525029026268,-77.11064311625991,8,1.62,148,121.04,3,2,25,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,200683.76,1900
Santiago de Surco,-12.076953678396855,-77.18818970946664,8,3.12,75,73.76,2,1,32,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,134254.21,1900
Jesús María,-12.055012793583511,-76.79203435744691,8,3.92,237,168.68,4,2,38,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,267944.84,1700
Miraflores,-11.92867746294778,-76.8868400818726,9,2.71,86,65.65,1,1,24,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,162568.2,2400
Santiago de Surco,-11.971498184928205,-76.97533233702246,8,3.52,298,280.43,8,5,18,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,485001.93,1900
Lurín,-12.045553670919645,-76.97141898015792,5,2.21,500,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,237088.5,500
Barranco,-12.096563608081308,-76.9957131209984,8,4.98,233,198.91,5,3,26,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,465731.76,2500
Lurigancho-Chosica,-11.843532044492909,-77.13126922566082,6,1.16,293,282.1,8,5,7,2,0,0,Residencial Media Densidad,1,Contado,222824.48,800
Lurín,-12.073684525362307,-77.02052532644562,5,3.95,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,1,Cuotas sin intereses,65998.33,500
Chaclacayo,-12.270584318053048,-76.97251845715502,7,2.09,161,132.96,3,2,17,1,0,1,Residencial Media Densidad,1,Contado,126023.54,900
Lince,-12.004992190200545,-76.99100354320315,7,4.78,160,136.66,3,2,39,1,0,0,Residencial Media Densidad,1,Contado,197901.11,1800
Cieneguilla,-11.833325247657552,-77.15991871720287,7,1.29,120,27.94,3,2,1,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,17595.87,350
Lurigancho-Chosica,-11.905709520280247,-77.00190270404858,6,3.52,203,148.23,4,2,35,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,88823.94,800
Villa María del Triunfo,-12.193321421320164,-77.0655738389959,3,2.36,158,129.14,3,2,25,0,0,0,Residencial Media Densidad,1,Contado,70715.87,850
Santa Rosa,-12.103642022197782,-77.13942630779829,5,3.5,500,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,278251.09,600
Jesús María,-12.126794380335761,-76.95544592491632,8,1.78,137,125.75,3,2,34,0,0,0,Residencial Media Densidad,1,Contado,194355.57,1700
El Agustino,-11.914506279623266,-76.85565668255326,3,3.03,54,42.12,1,1,5,0,0,0,Residencial Media Densidad,0,Crédito Hipotecario,32140.56,850
Chorrillos,-11.895489514832372,-76.85683917708029,5,1.37,164,151.91,4,2,6,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,213230.47,1400
Ancón,-11.953838151007485,-76.89418078807545,5,3.13,120,15.66,1,2,6,2,1,1,Alquiler Vacacional,0,Cuotas sin intereses,16566.66,600
San Miguel,-12.089602091066961,-76.88231115462833,7,2.14,104,92.16,2,1,10,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,135557.53,1600
Miraflores,-12.181308903108885,-76.94003645103122,9,0.8,108,98.07,2,1,35,1,0,0,Residencial Alta Densidad,0,Contado,197031.4,2400
Santa Anita,-12.166722555854639,-76.92585125617417,5,3.82,125,91.75,2,1,35,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,69619.58,1050
Pueblo Libre,-11.918675004448627,-77.03891108211629,8,1.05,234,176.42,5,3,36,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,224902.26,1600
Puente Piedra,-11.9035223404989,-76.96336197645303,4,4.52,500,153.62,1,1,7,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,113103.46,850
Chorrillos,-12.070622856351374,-77.03156201643824,5,2.12,137,120.14,3,2,34,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,124555.93,1400
Villa El Salvador,-11.972423375451429,-77.02139698115778,4,2.15,120,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,91819.31,800
Los Olivos,-12.145929361737036,-76.85765486144354,5,4.93,94,79.36,2,1,35,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,62314.05,1100
San Bartolo,-12.114218318921244,-76.97203889407368,7,4.15,141,121.33,3,2,31,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,150438.64,1400
San Borja,-11.964281610211005,-77.07709814185887,9,0.62,56,51.03,1,1,15,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,115945.26,2100
Chorrillos,-12.004616224541088,-77.07442572321831,5,4.5,176,130.06,3,2,29,1,0,0,Residencial Media Densidad,1,Contado,139893.97,1400
San Juan de Miraflores,-12.149177230357838,-77.07888820123972,4,4.8,256,225.31,6,4,13,0,0,0,Residencial Media Densidad,0,Crédito Hipotecario,171746.22,1000
Chorrillos,-12.171960192057476,-77.01264644603124,5,1.81,65,50.88,1,1,1,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,67731.88,1400
Pueblo Libre,-11.976708369706861,-76.99819252520425,8,2.49,75,70.67,2,1,18,0,0,1,Residencial Media Densidad,1,Contado,124142.79,1600
Independencia,-11.869894129835272,-77.06872730755346,4,3.83,258,250.78,7,4,20,1,0,0,Residencial Media Densidad,1,Contado,204086.63,950
Comas,-12.101680885153097,-77.13569877539878,4,3.46,210,151.85,4,2,34,1,0,0,Residencial Media Densidad,1,Contado,94538.71,900
Jesús María,-12.14491378690349,-77.09881546974248,8,3.93,67,51.83,1,1,29,2,0,0,Residencial Media Densidad,1,Contado,76285.54,1700
San Martín de Porres,-12.144344752718782,-77.02340343901061,4,4.21,163,138.02,3,2,30,1,0,0,Residencial Media Densidad,1,Contado,89124.02,950
Breña,-12.094890362786243,-76.90480356674246,5,2.11,99,79.89,2,1,9,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,94797.07,1300
San Miguel,-12.09492719597966,-77.02621773310217,7,2.49,245,229.01,6,4,31,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,290250.22,1600
Rímac,-12.044003223443937,-77.13967913587031,4,1.43,259,237.53,6,4,10,0,0,0,Residencial Media Densidad,0,Crédito Hipotecario,191459.16,1000
La Molina,-12.185067361753367,-76.97814955534264,9,1.72,70,54.55,1,1,7,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,120213.67,1900
Pucusana,-12.065995601014535,-76.96592515862528,5,0.61,143,126.87,3,2,26,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,75993.07,700
Lurín,-12.001239176952337,-76.9612354153486,5,0.82,120,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,69209.3,500
Villa El Salvador,-12.132593107056936,-77.0273756479979,4,1.39,120,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,95155.67,800
Santa Anita,-11.976695557339502,-77.05219020837414,5,4.12,129,108.39,3,2,35,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,78458.12,1050
Santa Rosa,-12.027101600739394,-77.00012865366601,5,1.19,200,34.2,3,1,3,3,1,1,Alquiler Vacacional,0,Contado,26493.57,600
Pueblo Libre,-12.06294317594666,-77.01860129580893,8,1.82,238,195.99,5,3,29,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,309144.72,1600
Lince,-12.144681666089713,-76.99145833276691,7,3.25,257,183.01,5,3,8,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,365558.43,1800
San Juan de Miraflores,-12.136089127879046,-76.97270277610124,4,2.76,210,147.04,4,2,30,2,0,0,Residencial Media Densidad,1,Contado,94477.05,1000
Jesús María,-11.957002905127,-76.92674011392363,8,0.78,185,165.08,4,2,25,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,278952.46,1700
San Luis,-12.065692510932456,-76.74213557809905,6,3.03,252,245.96,7,4,13,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,304812.77,1400
Chorrillos,-12.048141167598926,-77.11154801930675,5,3.77,85,73.39,2,1,28,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,82462.71,1400
Independencia,-11.985100721833723,-76.91636312983216,4,2.59,186,155.36,4,2,4,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,143670.25,950
San Isidro,-11.93916814380879,-76.81544201613879,9,0.22,195,167.04,4,2,36,2,0,0,Residencial Alta Densidad,1,Contado,405766.27,2600
San Bartolo,-12.061367194777942,-77.18438661213645,7,3.39,292,244.37,6,4,33,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,304356.8,1400
La Molina,-12.136154953092861,-76.89416849218789,9,3.63,282,241.1,6,4,0,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,532440.48,1900
San Isidro,-11.850609484601161,-76.99584370651269,9,4.24,52,39.39,1,1,15,1,0,0,Residencial Alta Densidad,0,Contado,118620.81,2600
Ate,-12.108267539010372,-77.16093206003967,4,1.17,254,237.16,6,4,36,0,0,0,Residencial Media Densidad,1,Contado,163326.65,1100
Santa Rosa,-12.104955782236365,-76.9424490734119,5,4.27,1000,270.06,3,2,10,3,0,1,Alquiler Vacacional,0,Contado,144635.46,600
Lima (Cercado),-11.931600171143979,-76.85576217908041,4,2.2,138,123.7,3,2,38,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,112371.68,1300
Independencia,-12.104840354267996,-76.98465638830947,4,1.18,291,271.92,7,4,2,1,0,0,Residencial Media Densidad,0,Contado,240109.11,950
San Luis,-11.812803408968099,-77.12436216615818,6,3.21,161,152.49,4,2,32,2,0,1,Residencial Media Densidad,1,Contado,174734.68,1400
Santa Rosa,-12.115681001031303,-77.08355755372011,5,3.07,120,0.0,0,0,0,1,1,1,Residencial Baja Densidad,1,Cuotas sin intereses,82188.18,600
Breña,-12.193549417826036,-77.12470971880703,5,1.56,67,48.52,1,1,19,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,49142.38,1300
Independencia,-11.931425317529698,-77.33595546506952,4,3.94,166,131.21,3,2,17,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,97568.21,950
San Bartolo,-11.966818180249906,-76.84890951167864,7,1.94,205,196.32,5,3,20,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,235002.06,1400
Ate,-12.091373467702848,-76.98644916575098,4,4.13,150,119.01,3,2,9,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,116522.49,1100
Lince,-12.083570376668185,-77.06890937065239,7,4.42,53,46.29,1,1,10,2,0,0,Residencial Media Densidad,1,Contado,84808.55,1800
Santa Rosa,-11.96143163587597,-76.95865095784373,5,0.12,120,0.0,0,0,0,1,0,1,Residencial Baja Densidad,0,Cuotas sin intereses,69095.84,600
La Molina,-12.179270840462944,-76.93935958958386,9,2.15,204,189.6,5,3,18,2,0,0,Residencial Alta Densidad,0,Crédito Hipotecario,377280.44,1900
Santa Anita,-12.161742288565577,-76.96011999018137,5,4.28,52,36.51,1,1,23,0,0,1,Residencial Media Densidad,1,Contado,37120.74,1050
Los Olivos,-12.006043497278482,-76.7840244043413,5,3.89,202,175.47,5,3,5,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,196020.78,1100
Miraflores,-12.1429046918702,-77.01464156082946,9,4.36,180,142.4,4,2,1,0,0,0,Residencial Alta Densidad,1,Contado,431678.51,2400
Lurín,-11.934448839532742,-76.94260113979547,5,3.4,120,14.57,3,3,4,3,0,1,Alquiler Vacacional,0,Crédito Hipotecario,9069.08,500
Chorrillos,-11.819465589614644,-77.0853638219477,5,3.56,196,171.88,4,2,0,2,0,0,Residencial Media Densidad,1,Contado,220511.98,1400
Santa María del Mar,-12.137492468620438,-76.87938751160083,9,4.77,283,270.98,7,4,22,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,584796.87,2000
Cieneguilla,-12.089572849164945,-76.99697058783701,7,2.91,120,32.04,2,1,4,1,1,1,Residencial Baja Densidad,0,Contado,21901.95,350
La Molina,-11.95877049487116,-77.09858153462783,9,0.18,103,85.4,2,1,28,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,172221.63,1900
Santa Anita,-11.921674946541303,-77.0556453033934,5,1.37,172,122.55,3,2,14,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,116984.11,1050
Ate,-11.95649213115137,-76.89769474415971,4,0.68,118,107.09,3,2,7,2,0,0,Residencial Media Densidad,1,Contado,111665.03,1100
Surquillo,-11.992822288957248,-76.88009282194656,6,1.19,124,112.65,3,2,8,2,0,0,Residencial Media Densidad,1,Contado,178701.74,1500
Independencia,-11.992535399770345,-76.82791778713016,4,1.7,105,79.61,2,1,14,1,0,0,Residencial Media Densidad,1,Contado,63078.36,950
Pueblo Libre,-12.03606706500731,-76.97119542195904,8,2.65,283,256.41,7,4,34,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,385731.81,1600
Chaclacayo,-12.047838425811435,-77.0830570751117,7,0.17,245,211.52,6,4,10,0,0,0,Residencial Media Densidad,1,Contado,187539.56,900
Punta Hermosa,-12.097119309986502,-77.02632041222482,8,4.81,85,74.06,2,1,6,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,137999.28,1800
Chorrillos,-12.031175027414834,-76.98308505158508,5,4.06,116,90.36,2,1,39,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,90753.53,1400
Santa Rosa,-12.018431516287675,-77.10179370080341,5,2.43,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Contado,77856.78,600
Lurín,-11.967813777039602,-76.84423138128385,5,3.55,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,71013.2,500
Chaclacayo,-12.106824591369767,-77.12571686062084,7,2.77,172,151.32,4,2,24,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,116559.26,900
Villa María del Triunfo,-12.157676492981874,-77.01846804221535,3,1.85,64,55.8,1,1,7,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,38507.42,850
San Bartolo,-11.901061734225621,-77.13799955788456,7,1.81,156,111.46,3,2,2,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,180288.71,1400
Villa María del Triunfo,-12.084339406299174,-76.80962435567677,3,0.81,115,81.7,2,1,37,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,44063.85,850
Santa Rosa,-11.89610858482095,-76.89350048849946,5,4.4,500,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,309897.79,600
Ate,-12.037712432636907,-76.93198086320318,4,0.36,134,128.44,3,2,6,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,120763.99,1100
Lurín,-12.107753404299586,-76.86246110095934,5,2.25,120,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,69755.1,500
Breña,-11.915503232555839,-76.86193271299194,5,2.57,208,168.18,4,2,13,0,0,0,Residencial Media Densidad,1,Contado,188608.12,1300
Chaclacayo,-12.048287436445738,-77.00897978285984,7,4.79,208,200.77,5,3,14,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,195698.17,900
Santa Anita,-11.843557462085561,-76.78445765957208,5,4.31,164,139.31,3,2,14,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,116947.37,1050
Rímac,-11.8999462357851,-76.80903838883489,4,4.63,176,132.45,3,2,38,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,85344.41,1000
